	Adult obesity Value	Median household income Value
Bayfield County,WI	-0.6090004510896129	-0.26588971664202976
Barron County,WI	0.529123238112364	-0.107676975982302
De Soto Parish,LA	1.251394040875159	-0.5657747750743319
East Baton Rouge Parish,LA	0.28836630385809936	-0.07124010237581924
East Feliciana Parish,LA	1.6891339213374568	-0.48515020167753126
Evangeline Parish,LA	1.251394040875159	-1.2071756181428344
Colusa County,CA	-1.593915182129785	0.022648771500534366
Contra Costa County,CA	-1.7690111343147046	2.606150958879483
Del Norte County,CA	-0.8278703913207612	-0.5036882601790751
El Dorado County,CA	-2.5350559251237277	1.7988664543919932
Fresno County,CA	-0.4776784869509219	-0.35034975041846017
Fredericksburg city,VA	-0.30258253476600216	0.27746717047218683
Clark County,OH	-0.12748658258108372	-0.4549459511879469
Champaign County,OH	1.2295070468520426	0.2061116263261581
Ada County,ID	-1.4188192299448652	0.8138722856483245
Clinton County,OH	0.8355411544359733	0.13827192086145662
Clermont County,OH	-0.3682435168353483	1.1534703400947097
Bannock County,ID	-0.6090004510896129	-0.2715630017868988
Columbiana County,OH	0.2664793098349856	-0.4057242096493649
Redwood County,MN	0.3759142799505604	0.1767064300823299
Orange County,TX	0.003835381557606054	0.0888104630491478
Letcher County,KY	1.5140379691525372	-1.5300734388529151
Lewis County,KY	1.3389420169676174	-1.3987888262751713
Lincoln County,KY	-0.3682435168353483	-0.9871959842861523
DeSoto County,FL	0.9887501125977781	-0.8611851297303994
Collier County,FL	-2.666377889262417	0.8534254708132564
Columbia County,FL	1.4046029990369624	-0.7382106813085201
Dixie County,FL	0.3540272859274454	-1.2466488978831907
Marin County,CA	-2.8195868474242207	3.74168694752362
Wayne County,PA	0.39780127397367415	0.07514663544671676
Bedford County,PA	0.8355411544359733	-0.06652568232585765
Beaver County,PA	-0.12748658258108372	0.2651617350875413
Armstrong County,PA	0.529123238112364	-0.27140319093774756
Allegheny County,PA	-1.1342883076443708	0.37255462571717474
Adams County,PA	0.2664793098349856	0.9953375048595576
Venango County,PA	0.6604452022510549	-0.3126343900187675
Nelson County,VA	-0.7184354212051877	0.028242151220827773
Warren County,PA	0.44157526201990527	-0.245433927950671
Montgomery County,VA	-1.593915182129785	-0.33868355843041964
Berkeley County,SC	1.2076200528289278	0.37662980237053134
Bee County,TX	-0.08371259453485379	-0.5627383689404584
Rush County,IN	0.3540272859274454	-0.02433561814993024
St. Lucie County,FL	-0.4776784869509219	-0.39957149195704217
Santa Rosa County,FL	-1.1124013136212558	0.8681280689351705
Beaufort County,SC	-1.856559110407164	0.615626927276211
Seminole County,FL	-1.4188192299448652	0.696810838645041
Sumter County,FL	-0.565226463043383	0.33435983277002834
Hillsdale County,MI	0.2664793098349856	-0.23512612818041603
Williamson County,IL	0.1351573456962958	-0.11191196348480986
Will County,IL	-0.6308874451127267	2.193679157220132
Gogebic County,MI	-0.2588085467197735	-1.1284687749358486
Whiteside County,IL	-0.9154183674132211	0.1735901185238807
Gladwin County,MI	1.0106371066208943	-0.639367671108478
Gratiot County,MI	1.076298088690238	-0.33668592281602916
Wayne County,IL	0.003835381557606054	-0.07060085897921427
Grand Traverse County,MI	-0.6527744391358415	0.6288113223311883
Hays County,TX	-1.6158021761528993	0.9465951958684294
Harrison County,TX	0.44157526201990527	0.05900573968244151
Summit County,CO	-4.045258512718658	1.6484045399161007
Harris County,TX	-0.7840964032745326	0.5199801340591937
Stephenson County,IL	-0.4776784869509219	0.06763552553660847
Jackson County,OK	-0.06182560051173883	-0.5076036259832805
Lawrence County,AL	1.1638460647826978	-0.49130291936985404
Lauderdale County,AL	0.1351573456962958	-0.5112792755137591
Jefferson County,AL	0.5947842201817101	-0.22937293761097138
Jackson County,AL	-0.08371259453485379	-0.862943049071063
Patrick County,VA	-0.03993860648862387	-1.0257903043561767
Montgomery County,TX	-0.6527744391358415	1.8543208190474736
Montague County,TX	-0.7622094092514163	0.10175514183039826
Milam County,TX	0.04760936960383598	-0.4693289276115585
Deaf Smith County,TX	0.28836630385809936	-0.49729582621302554
Dallas County,TX	-0.6527744391358415	0.191409028204244
Woodward County,OK	1.667246927314342	0.6667663990046079
Charles County,MD	0.8793151424822033	3.114748986303305
Fannin County,TX	0.15704433971941079	-0.3604977393395639
DeKalb County,GA	-0.981079349482566	0.229683726575966
Dawson County,GA	-0.4776784869509219	0.7805517236002909
Decatur County,GA	-0.018051612465508907	-1.0990635786920204
Crisp County,GA	-0.1931475646504286	-1.3221595241071518
St. Clair County,MI	0.2008183277656407	0.2061915317507337
Tompkins County,NY	-1.593915182129785	0.3322023863064866
Rabun County,GA	0.24459231581187063	-0.7410073711686668
Rockdale County,GA	0.7917671663897446	0.045102195806283614
Richmond County,GA	0.9012021365053194	-0.9357368908594529
Steuben County,NY	-0.3244695287891184	-0.06980180473345807
Suffolk County,NY	-1.790898128337819	3.049466254425023
Sullivan County,NY	-0.06182560051173883	0.09472346446774368
Tioga County,NY	0.11327035167318086	0.3573725950478069
Camp County,TX	0.2664793098349856	-0.7927860862936686
Cameron County,TX	0.17893133374252573	-1.2391377879730825
Cass County,TX	-0.06182560051173883	-0.6765236935361414
Dickinson County,KS	0.4196882679967891	-0.018342711306758738
Douglas County,KS	-1.6814631582222441	0.12173149797430327
Watauga County,NC	-1.002966343505681	-0.46189772312602584
Washington County,NC	0.39780127397367415	-1.1870394511497782
Warren County,NC	1.4702639811063072	-1.1069742157250069
Wake County,NC	-1.3312712538524054	1.5363771346610813
Vance County,NC	1.2951680289213876	-1.127749626114668
Marshall County,AL	0.8793151424822033	-0.893866448381828
Mobile County,AL	1.1200720767364678	-0.38191239312583014
Marengo County,AL	2.258195765938445	-1.17824985444646
Marion County,AL	0.8574281484590883	-0.8002971962037769
Monroe County,AL	1.3608290109907337	-1.037935928891671
Warrick County,IN	-0.6527744391358415	1.4439265584270888
Washington County,IN	-0.6746614331589578	-0.33157197564318946
Wayne County,IN	-0.08371259453485379	-0.5428419182211289
Wells County,IN	-0.6308874451127267	0.27642839995270374
Jackson County,WV	-0.10559958855796875	-0.5275000767026099
Jefferson County,WV	0.3321402919043305	1.5363771346610813
Hardy County,WV	1.0325241006440093	-0.5363695788305037
Harrison County,WV	0.4853492500661352	-0.44759465212698984
Kanawha County,WV	0.15704433971941079	-0.30256630652223937
Miller County,MO	0.7917671663897446	-0.828024378531517
Mississippi County,MO	0.4853492500661352	-1.363310817763596
Moniteau County,MO	-0.12748658258108372	-0.045111028539591466
Lee County,SC	2.8272576105394336	-1.2954711122988944
Montgomery County,MO	0.3759142799505604	-0.44887313892019975
Kosciusko County,IN	-0.17126057062731365	0.5070354552779434
Comal County,TX	-0.543339469020268	1.3432457234618076
Johnson County,IN	0.28836630385809936	0.887784803380773
Knox County,IN	0.15704433971941079	-0.29129964165707695
Lake County,IN	0.9887501125977781	0.24382698672585076
Cooke County,TX	-0.17126057062731365	0.7715224106232458
Floyd County,GA	-0.543339469020268	-0.4721256174717052
Torrance County,NM	-1.1999492897137156	-0.8319397443357225
Taos County,NM	-3.082230775701601	-0.9267075778824079
Adams County,NE	-0.28069554074288844	0.07474710832383866
Socorro County,NM	-1.1780622956906006	-1.2335444082527889
Sierra County,NM	-2.184864020753888	-1.4931571326989785
Wright County,IA	0.7261061843203985	0.19060997395848778
Marlboro County,SC	1.4046029990369624	-1.3226389566546053
Franklin County,GA	-0.959192355459451	-0.772490108451461
Washburn County,WI	-0.543339469020268	-0.4509506799591659
District of Columbia,DC	-1.9441070864996237	1.7794494362201176
Chatham County,GA	-0.4776784869509219	0.1942856234889663
Trempealeau County,WI	0.0913833576500659	0.20323503104143575
Vernon County,WI	0.6823321962741699	-0.062290694823349785
Vilas County,WI	-0.7840964032745326	-0.5203085884908041
Walworth County,WI	-0.8935313733901074	0.4098704589939893
Lowndes County,MS	0.8355411544359733	-0.6221080994001441
Lincoln County,MS	1.7766818974299168	-0.9272669158544372
Smith County,TN	0.9887501125977781	-0.32470010912968617
Leflore County,MS	2.3676307360540196	-1.700671520321864
Lee County,MS	0.1351573456962958	-0.3474731551337379
Madison County,MS	0.11327035167318086	1.5140835212044832
Blount County,TN	0.6823321962741699	-0.04375263632180593
Benton County,TN	0.6385582082279387	-1.0659827329177136
Anderson County,TN	0.46346225604302027	-0.08258667266555729
Bedford County,TN	0.5947842201817101	-0.4371270415075836
Lee County,IA	0.1351573456962958	-0.24000035907952885
Ross County,OH	1.1638460647826978	-0.4200272806484009
Linn County,IA	-0.1931475646504286	1.1967790802146958
Sandusky County,OH	0.31025329788121553	-0.10192378541285735
Louisa County,IA	0.8793151424822033	0.2558128004121938
Buffalo County,WI	0.39780127397367415	0.26172580183078964
Buchanan County,VA	-0.3244695287891184	-1.2496853040170643
Benton County,MN	-0.6090004510896129	0.38422081770521527
Beltrami County,MN	-0.4995654809740381	-0.320944554174632
Becker County,MN	-0.34635652281223334	0.2711546419307128
Anoka County,MN	-0.30258253476600216	1.8494465881483608
Aitkin County,MN	-0.8497573853438762	-0.5630579906387608
Sevier County,TN	-0.06182560051173883	-0.6246650729865639
Sioux County,IA	-0.7184354212051877	0.9974150458985238
Carver County,MN	-1.4844802120142102	3.258339034265694
Sac County,IA	0.04760936960383598	0.14306624633599382
Scott County,IA	0.025722375580721015	0.5782311885748208
Scott County,MN	-1.3969322359217498	3.513077527812771
Cass County,IA	0.24459231581187063	-0.12493654769063593
Defiance County,OH	0.11327035167318086	0.4237740028701472
Elmore County,ID	-0.30258253476600216	-0.21363156896957422
Cuyahoga County,OH	-0.5214524749971519	-0.2864254107579641
Carroll County,IA	-0.30258253476600216	0.37111632807481354
Darke County,OH	-0.10559958855796875	-0.08889920120703126
Buena Vista County,IA	-0.06182560051173883	0.23943218837419167
Coshocton County,OH	0.5947842201817101	-0.49346036583339575
Roseau County,MN	0.4853492500661352	0.4886572076255507
Lucas County,OH	0.31025329788121553	-0.42977574244662653
Suffolk city,VA	-0.23692155269665852	1.0397649209236024
Story County,IA	-1.1780622956906006	0.35201893160124037
Hendry County,FL	0.8574281484590883	-0.7374116270627639
Hernando County,FL	0.15704433971941079	-0.6095629477417718
Highlands County,FL	0.3540272859274454	-0.9537156113889674
Blue Earth County,MN	-0.6527744391358415	0.14306624633599382
Hillsborough County,FL	-0.7184354212051877	0.24254849993264083
Holmes County,FL	0.22270532178875566	-0.9645827491312517
Butler County,PA	-0.4776784869509219	1.0490339501743744
Berks County,PA	-0.03993860648862387	0.6562987883852016
Blair County,PA	0.6166712142048237	-0.34995022329558206
Bradford County,PA	0.3759142799505604	-0.03839897287523938
Bucks County,PA	-1.0248533375287958	2.4051888160717985
Riley County,KS	-1.4625932179910952	-0.10024577149676932
Prince William County,VA	-1.2656102717830604	3.5288988018787437
Pulaski County,VA	0.31025329788121553	-0.12277910122709419
Harrison County,KY	-0.2588085467197735	-0.5047270306985582
Harlan County,KY	1.2295070468520426	-1.7077031976845185
Hardin County,KY	0.11327035167318086	0.21450169590659818
Hart County,KY	0.9230891305284344	-0.7738485006692466
Ionia County,MI	1.1200720767364678	0.07658493308907792
Ingham County,MI	-0.30258253476600216	-0.15042637813025875
Huron County,MI	0.025722375580721015	-0.48299275521398954
Houghton County,MI	0.003835381557606054	-0.686911398730972
Iosco County,MI	0.5510102321354801	-0.8470418695805146
Washington County,IL	0.003835381557606054	0.5561772913919497
Union County,IL	0.06949636362695094	-0.5406045663330116
Vermilion County,IL	1.3827160050138474	-0.45438661321591756
Wabash County,IL	0.3540272859274454	0.13283835199031446
Warren County,IL	0.6166712142048237	-0.2830693829257881
Houston County,AL	0.5728972261585951	-0.6071657850045031
Saline County,IL	0.24459231581187063	-0.7505960221177412
St. Clair County,IL	0.2664793098349856	0.19436552891354192
Rock Island County,IL	-0.03993860648862387	0.024087069142895528
Geneva County,AL	0.8136541604128597	-1.062546799660962
Winston County,AL	-0.4995654809740381	-0.9744111163540531
Hale County,AL	1.076298088690238	-1.1512418209399002
Henry County,AL	0.9230891305284344	-0.6226674373721734
Cass County,IL	-0.4776784869509219	-0.11454884249580533
Midland County,TX	-0.03993860648862387	2.1645136772500306
Roane County,WV	1.3170550229445026	-1.1731359072736203
Matagorda County,TX	0.529123238112364	-0.49026414885037095
Maverick County,TX	-0.1931475646504286	-1.2365009089620869
Medina County,TX	0.17893133374252573	0.4568548486444539
Travis County,TX	-2.316185984892578	1.1231861841805497
Tom Green County,TX	-1.1124013136212558	-0.19669161895954276
Tyler County,TX	0.3540272859274454	-0.581755859989456
Trinity County,TX	-0.03993860648862387	-0.8851567571030854
Upshur County,TX	0.31025329788121553	-0.10999423329499497
Early County,GA	-0.08371259453485379	-1.0241122904400888
Douglas County,GA	0.6385582082279387	0.5480269380852364
Dougherty County,GA	1.3170550229445026	-1.2443316405704976
Dodge County,GA	0.04760936960383598	-1.232905164856184
Hidalgo County,TX	1.251394040875159	-1.0671014088617723
Hill County,TX	-0.10559958855796875	-0.4955379068723619
Henderson County,TX	0.04760936960383598	-0.543481161617734
Spalding County,GA	0.7698801723666285	-0.9722536698905113
Stephens County,GA	-0.6308874451127267	-0.8671780365735708
Screven County,GA	1.0325241006440093	-1.095547740010693
Washington County,NY	-0.2588085467197735	-0.014027818379675252
Chambers County,TX	0.0913833576500659	2.361880075951812
Cherokee County,TX	-0.018051612465508907	-0.7397288843754568
Harford County,MD	-0.5871134570664966	2.5314393869012783
Allegan County,MI	0.28836630385809936	0.520139944908345
Howard County,MD	-1.834672116384049	4.726281589144411
Frederick County,MD	-0.6746614331589578	2.8746331854535665
Franklin County,KS	0.529123238112364	0.2415097294131578
Garrett County,MD	-0.06182560051173883	-0.022497793384690982
Finney County,KS	0.8574281484590883	0.07083174251963328
Ford County,KS	0.3321402919043305	0.27339199381883017
Kent County,MD	-0.8059833972976463	0.44470922410895963
Ellis County,KS	-0.3682435168353483	0.14266671921311574
Wagoner County,OK	0.7261061843203985	0.8948164807434276
Washington County,OK	-0.3682435168353483	0.10654946730493546
Limestone County,AL	0.5510102321354801	0.2758690619806744
Lee County,AL	-0.3244695287891184	-0.5167128443849012
Alcona County,MI	-0.06182560051173883	-0.9065714108893516
Washita County,OK	2.2800827599615596	-0.026493064613471985
Madison County,AL	0.04760936960383598	0.887784803380773
Yell County,AR	0.9230891305284344	-0.8503978974126907
White County,IN	0.6823321962741699	0.2403910534690991
Whitley County,IN	0.28836630385809936	0.9223838522220166
Hampshire County,WV	0.5947842201817101	-0.9382938644458728
Greenbrier County,WV	0.5947842201817101	-0.8571099530770427
Grant County,WV	1.2951680289213876	-0.5340523215178108
Hancock County,WV	1.5359249631756522	0.036392504527541024
Custer County,MT	-0.1931475646504286	-0.018342711306758738
Cascade County,MT	-0.4339044989046932	-0.38510861010885494
Buffalo County,NE	-0.30258253476600216	0.30583359619653194
Valencia County,NM	-0.8497573853438762	-0.5698499517276886
Box Butte County,NE	0.11327035167318086	0.6186633334100846
Kauai County,HI	-2.2505250028232333	0.891780074609554
Hampton County,SC	2.2800827599615596	-1.1249529362545212
Honolulu County,HI	-1.9878810745458542	2.0985117965505684
Hawaii County,HI	-1.6376891701760148	0.3327617242785159
Maui County,HI	-1.8784461044302794	1.37384950107427
Renville County,MN	0.06949636362695094	0.5324453802929905
Kennebec County,ME	-0.12748658258108372	-0.17311951870973485
Marion County,MS	0.8136541604128597	-1.1422125079628551
Knox County,ME	-1.5720281881066693	0.18213999895347205
Lincoln County,ME	-1.52825420006044	0.014578323618396739
Monroe County,MS	1.1200720767364678	-0.8719723620481081
Oxford County,ME	0.15704433971941079	-0.6074854067028056
Montgomery County,MS	1.579698951221882	-1.2592739549661387
Penobscot County,ME	0.003835381557606054	-0.3990920594095884
Neshoba County,MS	1.3170550229445026	-0.801975210119865
Henry County,TN	1.098185082713353	-0.8447246122678217
Hardin County,TN	0.6604452022510549	-0.9139227099503087
Hawkins County,TN	0.7698801723666285	-0.6565473373922364
Ramsey County,MN	-1.2874972658061754	0.5871006907027146
Henderson County,TN	1.251394040875159	-0.6727681385810872
Kewaunee County,WI	0.8136541604128597	0.6741976034901406
Johnson County,IA	-1.834672116384049	0.9767195409334382
La Crosse County,WI	-1.2656102717830604	0.1652000489434406
Campbell County,VA	0.3540272859274454	-0.0846642137045234
Lafayette County,WI	0.39780127397367415	0.3625664476452222
Charlotte County,VA	0.2664793098349856	-0.9096078170232251
Langlade County,WI	-0.5214524749971519	-0.5397256066626798
Jones County,IA	0.15704433971941079	0.3064728395931369
Cottonwood County,MN	-0.30258253476600216	0.03623269367838978
Dakota County,MN	-1.1124013136212558	2.281015786281285
Crow Wing County,MN	-0.3682435168353483	0.19492486688557126
Loudon County,TN	-0.6965484271820716	0.4972070880551421
McMinn County,TN	1.0106371066208943	-0.6547894180515728
Lewis County,TN	0.17893133374252573	-0.9163198726875772
Lincoln County,TN	-0.412017504881577	-0.4730844825666126
McNairy County,TN	1.0106371066208943	-1.0260300206299036
Nobles County,MN	-0.5214524749971519	0.23663549851404495
Nicollet County,MN	-0.17126057062731365	1.0832334718927397
Olmsted County,MN	-1.593915182129785	1.7345425876086191
Franklin County,OH	-0.39013051085846323	0.43480095146158276
Delaware County,OH	-0.8497573853438762	4.001619293668112
Boundary County,ID	-0.8059833972976463	-0.3997313028061934
Erie County,OH	0.0913833576500659	0.12077263287939582
Cherokee County,IA	1.0325241006440093	0.41322648682616536
Fairfield County,OH	0.025722375580721015	0.9747219053190477
Cerro Gordo County,IA	0.0913833576500659	0.14754095011222856
Fayette County,OH	0.31025329788121553	-0.22178192227628749
Canyon County,ID	0.22270532178875566	-0.33828403130754153
Virginia Beach city,VA	-0.8497573853438762	1.5943884729029814
Gilchrist County,FL	0.11327035167318086	-0.5541085830862914
Hamilton County,FL	0.3540272859274454	-1.2775722971939556
Gulf County,FL	0.3321402919043305	-0.7434045339059354
Hardee County,FL	0.7479931783435135	-0.9869562680124254
Harris County,GA	-0.28069554074288844	1.4803634320335717
Merrimack County,NH	-0.4339044989046932	1.1751247101547029
Prince George County,VA	0.9230891305284344	1.124224954700033
Pittsylvania County,VA	0.46346225604302027	-0.2809119364622463
Waldo County,ME	-0.34635652281223334	-0.08985806630193871
Prince Edward County,VA	-0.2588085467197735	-0.8134016858341786
Powhatan County,VA	-0.018051612465508907	2.2226848263410823
Baldwin County,AL	-0.937305361436336	0.1520955593130389
Grant County,KY	0.7042191902972849	-0.11958288424406939
Graves County,KY	-0.3682435168353483	-0.6772428423573219
Grayson County,KY	1.098185082713353	-0.9585898422880803
Greenup County,KY	1.623472939268112	-0.42114595659245957
Iron County,MI	-0.018051612465508907	-0.9398120675128095
Isabella County,MI	-0.23692155269665852	-0.4228239705085476
Jackson County,MI	0.5072362440892489	-0.08410487573249406
Kalamazoo County,MI	-0.23692155269665852	-0.11502827504325903
Kalkaska County,MI	0.2664793098349856	-0.5604211116277654
Lewis County,NY	-0.8278703913207612	-0.014427345502553353
Randolph County,IL	-0.14937357660419867	0.011142390361645075
Jefferson County,NY	-0.7840964032745326	0.16448090012226002
Miller County,AR	0.5510102321354801	-0.5469970002990612
Mississippi County,AR	1.4702639811063072	-1.130306599701088
Kings County,NY	-1.9003330984533937	-0.014027818379675252
Wilkinson County,GA	0.5728972261585951	-1.0555950277228832
Wilkes County,GA	0.3321402919043305	-1.2529614264246647
White County,GA	-0.6308874451127267	-0.44719512500411174
Whitfield County,GA	-0.28069554074288844	-0.3189469185602415
Jefferson County,IL	0.5072362440892489	-0.3715246879309995
Jersey County,IL	0.15704433971941079	0.3811844115713417
Jo Daviess County,IL	-0.412017504881577	0.2844189424102658
Johnson County,IL	-0.08371259453485379	-0.1557800415768253
Kane County,IL	-1.1561753016674856	1.950367139387369
White County,AR	0.9668631185746631	-0.4537473698193126
Guadalupe County,TX	0.22270532178875566	1.1268618337110283
Washington County,AR	-0.39013051085846323	-0.1704826396987394
Van Buren County,AR	0.8793151424822033	-1.178409665295611
Victoria County,TX	0.6604452022510549	0.26212532895366775
Van Zandt County,TX	0.06949636362695094	-0.347233438860011
Val Verde County,TX	-0.4776784869509219	-0.502249962536714
Lexington County,SC	0.15704433971941079	0.5094326180152119
Uvalde County,TX	0.04760936960383598	-0.7822385702496868
Marion County,KS	0.4853492500661352	3.5536345633883114e-05
Marshall County,KS	0.7261061843203985	0.014258701920094258
Lyon County,KS	0.6823321962741699	-0.3743213777911462
McPherson County,KS	-0.23692155269665852	0.8114751229110558
Yates County,NY	-1.2437232777599456	0.05157453519690884
Wyoming County,NY	-1.0248533375287958	0.4842624092738916
Pierce County,GA	-0.30258253476600216	-0.5750438043251038
Kerr County,TX	-1.2437232777599456	-0.2884230463723546
Oglethorpe County,GA	-0.2588085467197735	-0.07052095355463865
Paulding County,GA	-0.565226463043383	1.2977795368782796
Peach County,GA	0.8355411544359733	-0.5731260741352889
Pickens County,GA	-1.3093842598292904	0.26564116763499507
Garvin County,OK	1.0106371066208943	-0.5552272590303501
McCormick County,SC	0.6604452022510549	-0.7214305421476399
Garfield County,OK	1.054411094667123	0.11294190127098507
Delaware County,OK	0.529123238112364	-0.9028158559342975
Anderson County,TX	0.529123238112364	-0.4196277535255228
Andrews County,TX	-0.4776784869509219	1.5306239440916367
Angelina County,TX	0.5728972261585951	-0.4470353141549605
Aransas County,TX	-0.6527744391358415	-0.253424470408233
St. Mary's County,MD	-0.14937357660419867	2.953579744934279
Queen Anne's County,MD	-0.7184354212051877	2.6310814513470766
Prince George's County,MD	0.4196882679967891	1.9322286080087032
Montgomery County,MD	-2.5350559251237277	3.959828756615063
Cherokee County,KS	1.6891339213374568	-0.5622589363930046
Somerset County,MD	1.8642298735223766	-0.746840467162687
Gwinnett County,GA	-0.7840964032745326	0.9696878635707836
Habersham County,GA	0.11327035167318086	-0.5376480656237137
Sequoyah County,OK	1.4046029990369624	-0.9692971691812133
Stephens County,OK	0.39780127397367415	-0.37999466293601525
Texas County,OK	0.06949636362695094	0.1644009946976844
Hall County,GA	-1.1561753016674856	0.36080852830455856
Jackson County,WI	0.3321402919043305	0.020970757584446345
Cabell County,WV	0.5072362440892489	-1.0256304935070255
Fayette County,WV	0.7698801723666285	-0.8776456471929771
Walker County,AL	0.4196882679967891	-0.8372135023577134
Wichita County,TX	-0.45579149292780813	-0.3470736280108598
Wilbarger County,TX	-0.30258253476600216	-0.6668551371624913
Wharton County,TX	0.1351573456962958	-0.2886627626460815
Burleigh County,ND	-0.34635652281223334	1.5191175629527474
Cass County,ND	-0.8059833972976463	0.4820250573857742
Logan County,IL	-0.018051612465508907	0.5298085012819951
Willacy County,TX	-0.412017504881577	-1.433547685965566
McDonough County,IL	-0.412017504881577	-0.40260789809091574
Big Horn County,MT	1.251394040875159	-0.7072872819977551
Cass County,NE	0.6166712142048237	1.5021776129427158
Dodge County,WI	-0.7184354212051877	0.5302879338294487
Aroostook County,ME	0.6385582082279387	-0.9314219979323695
Androscoggin County,ME	0.31025329788121553	-0.08162780757064984
Franklin County,ME	-0.28069554074288844	-0.5343719432161133
Seward County,NE	-0.412017504881577	1.125024008945789
Cumberland County,ME	-1.9659940805227387	1.095778623551112
Jefferson Davis County,MS	1.623472939268112	-1.554284782499328
Jones County,MS	1.5578119571987672	-0.8274650405594877
Hancock County,ME	-1.5720281881066693	-0.1530632571412542
Jasper County,MS	1.7766818974299168	-1.0150829774630437
Saline County,NE	0.46346225604302027	0.3262094794633151
Chisago County,MN	-0.1931475646504286	2.1893642642930486
Clay County,MN	-0.6527744391358415	0.6262543487447685
Cass County,MN	-0.7840964032745326	-0.2032438637747436
Chippewa County,MN	-0.30258253476600216	0.2837796990136608
Hamblen County,TN	-0.17126057062731365	-0.824029107302736
Staunton city,VA	-0.7622094092514163	-0.4131554141348976
Marathon County,WI	-0.3244695287891184	0.5335640562370492
Manitowoc County,WI	0.025722375580721015	0.05652867152059728
Marquette County,WI	0.5072362440892489	-0.3245402982805349
Amherst County,VA	-0.14937357660419867	-0.2976121701985509
Marinette County,WI	0.3759142799505604	-0.3213440812975101
Montgomery County,IA	0.7042191902972849	-0.45358755897016134
Alleghany County,VA	-0.03993860648862387	-0.1812698720164481
Milwaukee County,WI	0.003835381557606054	-0.38167267685210327
Albemarle County,VA	-1.7690111343147046	1.5470045561296388
Chesapeake city,VA	0.04760936960383598	1.5104078716740048
Washington County,VT	-1.7471241402915891	0.8749999354486738
Rutland County,VT	-0.6527744391358415	-0.22649634232624904
Windsor County,VT	-1.790898128337819	0.302877095487234
Windham County,VT	-1.790898128337819	0.1512965050672827
Greene County,GA	-0.17126057062731365	-0.39150104407490455
Marshall County,TN	0.4196882679967891	-0.39022255728169464
Marion County,TN	-0.08371259453485379	-0.555866502426955
Madison County,TN	1.1638460647826978	-0.3683284709479747
Macon County,TN	0.8574281484590883	-0.865899549780361
Maury County,TN	1.3389420169676174	0.2860969563263538
Otter Tail County,MN	-0.7840964032745326	0.30263737921350714
Pennington County,MN	-0.981079349482566	0.254294597345257
Pine County,MN	0.003835381557606054	-0.4447180568422675
Polk County,MN	0.06949636362695094	0.19596363740505432
Bulloch County,GA	0.7917671663897446	-0.91152554721304
Pontotoc County,MS	0.44157526201990527	-0.6012527835859073
Prentiss County,MS	0.04760936960383598	-1.0330616979925582
Guernsey County,OH	1.1857330588058128	-0.46205753397517707
Pike County,MS	1.492150975129421	-1.4098956802911826
Gallia County,OH	0.06949636362695094	-0.8827595943658169
Fulton County,OH	0.39780127397367415	0.5548188991741642
Appanoose County,IA	0.11327035167318086	-0.5833539684809683
Greene County,OH	-0.543339469020268	0.9316528814727885
Allamakee County,IA	-0.14937357660419867	-0.1992485925459626
Geauga County,OH	-0.7403224152283014	1.9609945608559263
Madison County,FL	0.6604452022510549	-1.175053637463435
Levy County,FL	0.24459231581187063	-0.8221912825374967
Leon County,FL	-0.6308874451127267	-0.18055072319526752
Lee County,FL	-1.1999492897137156	0.11382086094131688
Spotsylvania County,VA	0.5510102321354801	2.2366682756418155
Missaukee County,MI	0.529123238112364	-0.5807170894699729
Smyth County,VA	-0.8059833972976463	-0.7903889235564
Shenandoah County,VA	-1.0248533375287958	-0.18318760220626298
Midland County,MI	0.15704433971941079	0.31214612473800596
Stafford County,VA	0.46346225604302027	3.5897068299807904
Salem city,VA	-1.550141194083555	0.517183444199047
Roanoke city,VA	0.7479931783435135	-0.5583435705887992
Montcalm County,MI	0.6166712142048237	-0.4929010278613664
Lincoln County,SD	-0.5871134570664966	2.56771644965861
Lawrence County,SD	-1.2874972658061754	-0.14203630854981864
Weber County,UT	-0.8059833972976463	0.9245412986855582
Wasatch County,UT	-1.7252371462684741	1.3971019796257755
Washington County,UT	-1.7033501522453598	0.19548420485760062
Garrard County,KY	0.7698801723666285	-0.32565897422459356
Floyd County,KY	1.492150975129421	-1.4059803144869771
Franklin County,KY	0.44157526201990527	0.13403693335894876
Leelanau County,MI	-1.7690111343147046	1.0307356079465573
Lake County,MI	0.4196882679967891	-1.337021933078217
Lapeer County,MI	-0.12748658258108372	0.30263737921350714
Kent County,MI	-0.3682435168353483	0.4490241170360431
Todd County,KY	0.3540272859274454	-0.6169142468027288
Marion County,AR	-0.03993860648862387	-1.1619491478330335
Pike County,IL	0.2664793098349856	-0.696579955104622
Shelby County,KY	0.6166712142048237	0.7770358849189636
Logan County,AR	0.9449761245515482	-0.9054527349452929
Simpson County,KY	0.22270532178875566	-0.1960523755629378
Little River County,AR	0.46346225604302027	-0.8015756829969868
Spencer County,KY	-0.8059833972976463	1.5752910764294081
Madison County,AR	0.4196882679967891	-0.6843544251445521
Taylor County,KY	1.2295070468520426	-1.0459264713492331
Lonoke County,AR	0.6385582082279387	0.5382784762870108
Ohio County,KY	1.9736648436379514	-0.7560295909888833
Wayne County,GA	0.28836630385809936	-0.5297374285907273
Oldham County,KY	-0.1931475646504286	3.5457588464641994
Washington County,GA	0.7698801723666285	-0.9257487127875004
