	Adult obesity Value	Median household income Value
Davidson County,TN	0.11327035167318086	0.03775089674532656
Coffee County,TN	1.623472939268112	-0.1987691599985089
Crockett County,TN	0.7698801723666285	-0.7886310042157364
Tuolumne County,CA	-2.2724119968463476	0.1401097456266959
Tulare County,CA	-0.3244695287891184	-0.4284972556534166
Trinity County,CA	-0.981079349482566	-1.0197174920884295
Decatur County,TN	1.492150975129421	-0.8234697693307067
Tehama County,CA	-0.4776784869509219	-0.5545880156337452
Sutter County,CA	-0.6527744391358415	0.32796739880397874
Door County,WI	-0.6965484271820716	0.15936695294942033
Plymouth County,IA	0.5072362440892489	1.2003748243205987
Williams County,OH	0.6823321962741699	-0.44016344764145715
Grayson County,VA	0.5072362440892489	-1.264867334686432
Wood County,OH	-0.08371259453485379	0.5811876892841188
Goochland County,VA	-1.3312712538524054	3.107317781817772
Wyandot County,OH	0.9230891305284344	0.014578323618396739
Gloucester County,VA	0.4853492500661352	0.8931384668273395
O'Brien County,IA	-0.018051612465508907	0.6588557619716214
Calcasieu Parish,LA	0.5072362440892489	-0.13931952411424756
Bienville Parish,LA	1.6015859452449959	-1.1657047027880876
Beauregard Parish,LA	0.9668631185746631	-0.3040046041646005
Caddo Parish,LA	0.7917671663897446	-0.6320962774720966
Bossier Parish,LA	0.7042191902972849	0.2729125612713765
Madera County,CA	-0.937305361436336	-0.3636939563225887
Lake County,CA	-0.959192355459451	-0.9100872495706789
Kings County,CA	-1.3312712538524054	-0.25829870130734583
Los Angeles County,CA	-2.184864020753888	0.6363224322412966
Union County,SD	-0.10559958855796875	1.9431756511755631
Sibley County,MN	0.0913833576500659	0.9724845534309303
Madison County,ID	-1.2656102717830604	-0.931501903356945
Sherburne County,MN	-0.8059833972976463	2.3004328044531603
Minidoka County,ID	0.8136541604128597	-0.11111290923905366
Steele County,MN	-0.5871134570664966	0.8092377710229385
Allen County,OH	0.6166712142048237	-0.32925471833049647
Falls Church city,VA	-1.002966343505681	6.225626975881346
Athens County,OH	-0.4776784869509219	-1.0792470333972666
Nez Perce County,ID	0.31025329788121553	-0.12054174933897682
Jessamine County,KY	0.025722375580721015	0.28002414405860665
Jefferson County,KY	0.04760936960383598	0.04326437104104435
Kenton County,KY	-0.6965484271820716	0.5597730354978526
Johnson County,KY	1.7985688914530318	-1.0748522350456076
Knott County,KY	2.126873801799756	-1.5991916311108265
Douglas County,NV	-1.8784461044302794	1.0067639805738713
Elko County,NV	0.2008183277656407	1.9916782438929646
Churchill County,NV	-0.4776784869509219	-0.07052095355463865
Clark County,NV	-1.1342883076443708	0.28114282000266533
Cambria County,PA	-0.39013051085846323	-0.40108969502397895
Roscommon County,MI	0.1351573456962958	-1.0164413696808292
Carbon County,PA	1.076298088690238	0.122210930521757
Brookings County,SD	-0.6746614331589578	0.41610308211088765
Centre County,PA	-1.2437232777599456	0.3076714209617712
Brevard County,FL	-0.981079349482566	0.020011892489538906
Chester County,PA	-1.550141194083555	3.027652073515879
St. Joseph County,MI	0.7042191902972849	-0.32246275724156875
Bay County,FL	-0.17126057062731365	-0.23352801968890363
Baker County,FL	1.3389420169676174	-0.04806752924888941
Alachua County,FL	-1.2437232777599456	-0.27148309636232315
Loudoun County,VA	-2.0097680685689685	5.986390134701939
Lee County,VA	-0.6746614331589578	-1.3019434516895199
Lancaster County,VA	0.025722375580721015	-0.1514651486497418
King William County,VA	-0.21503455867354357	1.3250272866585662
Louisa County,VA	0.9230891305284344	0.9907029902341717
Pike County,AR	1.3827160050138474	-0.8653402118083316
Ouachita County,AR	1.492150975129421	-1.0189184378426734
Phillips County,AR	2.3019697539846744	-1.56227532495689
Troup County,GA	-0.34635652281223334	-0.5259019682110975
Dimmit County,TX	0.0913833576500659	-0.8682967125176296
Klickitat County,WA	-1.1561753016674856	0.1298818512810165
Pemiscot County,MO	0.6166712142048237	-1.2467288033077664
Crawford County,MI	0.1351573456962958	-0.5290981851941223
Cross County,AR	1.4702639811063072	-0.729181368331475
Washington County,FL	1.7110209153605707	-0.8981813413089115
Crittenden County,AR	1.623472939268112	-0.9802442123480734
Clinton County,MI	0.3759142799505604	1.0329729598346746
Crawford County,AR	1.1200720767364678	-0.34012185607278084
Cheboygan County,MI	0.24459231581187063	-0.4628565882209333
Craighead County,AR	1.1857330588058128	-0.3892636921867872
Chippewa County,MI	1.5140379691525372	-0.697858441897832
Jefferson County,KS	0.0913833576500659	0.7354850641396411
Jackson County,KS	0.7698801723666285	0.48530117979337467
Park County,MT	-1.834672116384049	-0.38199229855040573
Hood County,TX	-1.1342883076443708	0.619222671382114
Hopkins County,TX	-0.3682435168353483	-0.2913795470816526
Elmore County,AL	-0.14937357660419867	0.525413702930336
Escambia County,AL	1.8423428794992605	-0.8506376136864175
Etowah County,AL	0.8136541604128597	-0.6247449784111395
Fayette County,AL	0.31025329788121553	-0.9635439786117688
Franklin County,AL	0.7042191902972849	-1.1060153506300994
Meade County,SD	-0.6308874451127267	0.5632089687546042
Chenango County,NY	0.39780127397367415	-0.10671811088739455
Brunswick County,NC	-0.5214524749971519	-0.026812686311774466
Meriwether County,GA	0.9230891305284344	-0.8373733132068646
Chautauqua County,NY	-0.2588085467197735	-0.47668022667251553
Cayuga County,NY	-0.14937357660419867	0.4050761335194521
Macon County,GA	0.7917671663897446	-1.4616743954161844
Avery County,NC	-1.1124013136212558	-0.846322720759334
McIntosh County,GA	0.04760936960383598	-0.8086073603596414
Beaufort County,NC	0.4196882679967891	-0.5885478210783837
Bertie County,NC	0.9887501125977781	-1.3188834016995512
Madison County,GA	0.31025329788121553	-0.1730396132851592
Bladen County,NC	0.8355411544359733	-1.1347813034773226
Madison County,TX	-0.06182560051173883	-0.6945823194902315
Marion County,TX	0.44157526201990527	-1.0603893531974202
Ellis County,TX	-0.543339469020268	1.0734850100945141
Eastland County,TX	0.17893133374252573	-0.8894716500301689
Ector County,TX	-0.018051612465508907	0.6258548216218904
Cobb County,GA	-1.8784461044302794	1.5379752431525937
Liberty County,GA	0.6166712142048237	-0.482673133515687
Clayton County,GA	1.8642298735223766	-0.37855636529365405
Hardeman County,TN	1.667246927314342	-0.9909515392412064
Coffee County,GA	0.28836630385809936	-1.1664238516092682
James City County,VA	-1.3969322359217498	2.2536082256518473
Tattnall County,GA	0.9449761245515482	-1.0957075508598444
Sumter County,GA	0.6604452022510549	-1.095148212887815
York County,SC	-0.5214524749971519	0.5172633496236226
Williamsburg County,SC	2.5646136822620553	-1.4473713244171484
McCurtain County,OK	0.6823321962741699	-1.0194777758147027
Brazos County,TX	-1.0905143195981408	-0.48594925592328747
Lincoln County,OK	1.3608290109907337	-0.13100935995838306
Logan County,OK	0.31025329788121553	0.6296103765769445
Brown County,TX	-0.7622094092514163	-0.511918518910364
McClain County,OK	-0.12748658258108372	0.8525465111429246
Rutherford County,NC	-0.6308874451127267	-0.9663406684719155
Sampson County,NC	1.667246927314342	-1.1064148777529774
Geary County,KS	-0.018051612465508907	-0.5217468861331652
Scotland County,NC	1.2295070468520426	-1.1938314122387057
Stanly County,NC	-0.2588085467197735	-0.46357573704211386
Laurens County,GA	0.9668631185746631	-0.952117502897455
Larimer County,CO	-2.6444908952393025	0.793975834928995
La Plata County,CO	-3.1041177697247155	1.0336122032312798
Saluda County,SC	1.098185082713353	-0.43441025707201253
Madison County,NE	0.28836630385809936	0.3286865476251593
Lincoln County,NE	0.4853492500661352	0.1636019404519282
Montrose County,CO	-2.3818469669619224	-0.11079328754075117
Morgan County,CO	-0.6965484271820716	-0.007315762715323164
Tipton County,IN	0.11327035167318086	0.5821465543790262
Moffat County,CO	-1.0467403315519108	0.676834482501136
Van Buren County,MI	0.5947842201817101	-0.08050913162659117
Montezuma County,CO	-1.9659940805227387	-0.2844277751435736
Sullivan County,IN	0.44157526201990527	-0.30280602279596625
Steuben County,IN	0.5728972261585951	0.1882128112212192
Otero County,CO	-0.8497573853438762	-1.1729760964244689
Tippecanoe County,IN	-1.3093842598292904	-0.11558761301528837
Winneshiek County,IA	-1.2656102717830604	0.6601342487648314
McDonald County,MO	-0.543339469020268	-1.0275482236968405
Lincoln County,MO	0.4853492500661352	0.4859404231899796
Lewis County,MO	1.1200720767364678	-0.46597289977938244
Livingston County,MO	-0.5871134570664966	0.01713529720481658
Caroline County,VA	-0.28069554074288844	0.6693233725910277
Dodge County,MN	-0.4776784869509219	1.682364345360739
Jefferson County,IA	-0.7184354212051877	-0.5296575231661517
Alamosa County,CO	-1.790898128337819	-0.7656981473625334
Richland County,WI	0.39780127397367415	-0.29537481831043355
Racine County,WI	0.17893133374252573	0.564087928424936
Rusk County,WI	0.1351573456962958	-0.6171539630764556
Rock County,WI	0.5947842201817101	0.28082319830436286
Woodbury County,IA	0.5947842201817101	-0.16632755762080714
St. Croix County,WI	-0.565226463043383	2.2531287931043935
Lincoln County,WI	0.11327035167318086	0.09256601800420194
Caldwell County,TX	-0.565226463043383	-0.03959755424387368
La Paz County,AZ	0.11327035167318086	-1.2137278629580353
Kenai Peninsula Borough,AK	-0.6527744391358415	1.1833549688859917
Claiborne County,TN	0.7479931783435135	-1.1252725579528238
Chester County,TN	0.31025329788121553	-0.5387667415677724
Cheatham County,TN	0.39780127397367415	0.29984068935336045
Sarasota County,FL	-2.162977026730773	0.3505007285343036
Cocke County,TN	0.5947842201817101	-1.3474096382730476
DeKalb County,IL	-0.7840964032745326	0.7042420431305737
Wapello County,IA	0.4196882679967891	-0.42418236272633314
Wayne County,OH	-0.8059833972976463	0.19045016310933655
De Witt County,IL	0.22270532178875566	0.5969290579255159
Clarke County,VA	-0.6527744391358415	1.8025421039224718
Vinton County,OH	0.06949636362695094	-0.8062101976223728
Chesterfield County,VA	-0.937305361436336	2.0175676014554655
Van Wert County,OH	1.251394040875159	0.14722132841392607
Culpeper County,VA	-0.17126057062731365	1.172328020294556
Washington County,OH	0.4853492500661352	-0.21371147439414984
Union County,IA	1.3389420169676174	-0.22513795010846352
Warren County,OH	-0.5214524749971519	2.0176475068800412
Claiborne Parish,LA	1.5359249631756522	-0.9858375920683667
Catahoula Parish,LA	1.3170550229445026	-1.0872375758548287
Caldwell Parish,LA	1.2076200528289278	-0.9087288573528933
Concordia Parish,LA	1.6891339213374568	-1.269501849311818
Butte County,CA	-1.2656102717830604	-0.4331317702788026
Amador County,CA	-0.959192355459451	0.5503441953979294
Alameda County,CA	-2.403733960985037	2.3391070299477605
Calaveras County,CA	-1.2437232777599456	0.4473461031199551
Bingham County,ID	0.8793151424822033	-0.034403701646458375
Butler County,OH	-0.1931475646504286	0.8658108116224775
Blaine County,ID	-2.578829913169957	1.2599043656294358
Brown County,OH	1.3827160050138474	-0.09896728470355941
Wadena County,MN	-0.6308874451127267	-0.4645346021370213
Bonner County,ID	-1.1780622956906006	-0.20212518783068492
Auglaize County,OH	0.7479931783435135	0.39372956322971403
Bonneville County,ID	-0.06182560051173883	0.29704399949321375
Wabasha County,MN	-0.14937357660419867	0.8813124639901478
Swift County,MN	-0.6527744391358415	0.26444258626636075
Todd County,MN	-0.39013051085846323	-0.35442492707181683
Hardin County,IA	0.39780127397367415	0.44383026443862783
Lawrence County,KY	2.2800827599615596	-1.1895964247361979
Parker County,TX	-0.06182560051173883	1.5927104589868935
Laurel County,KY	0.8136541604128597	-1.0423307272433302
Larue County,KY	-0.10559958855796875	-0.5921435651842866
Hancock County,IA	0.3540272859274454	0.7958136596942343
Knox County,KY	1.251394040875159	-1.7319145413309314
Siskiyou County,CA	-1.7690111343147046	-0.7256655296501477
Henry County,IA	0.4853492500661352	0.20970737043206097
Bacon County,GA	0.0913833576500659	-1.080445614765901
Gadsden County,FL	1.5578119571987672	-0.948761475065279
Clarion County,PA	0.44157526201990527	-0.36121688816074454
Hughes County,SD	-0.34635652281223334	0.8483914290649923
Harrison County,IA	0.22270532178875566	0.4076331071058719
Clinton County,PA	0.11327035167318086	-0.27955354424446077
Escambia County,FL	-0.10559958855796875	-0.12653465618214832
Duval County,FL	-0.3244695287891184	-0.13660273967867645
Crawford County,PA	0.6823321962741699	-0.2999294275112439
Franklin County,FL	0.025722375580721015	-0.8737302813887717
Flagler County,FL	-1.3969322359217498	0.3063130287439857
Northumberland County,VA	-1.1780622956906006	0.29560570185085255
Northampton County,VA	0.9449761245515482	-0.8710134969532006
Orange County,VA	-0.6308874451127267	0.9236623390152264
Nottoway County,VA	1.0106371066208943	-0.7772045285014226
Appling County,GA	0.9230891305284344	-0.8853964733768123
Page County,VA	-0.3244695287891184	-0.229452843035547
Ware County,GA	0.9887501125977781	-1.073493842827822
Jerome County,ID	0.1351573456962958	-0.09665002739086642
Union County,GA	-0.8716443793669912	-0.5637771394599415
Upson County,GA	0.6823321962741699	-1.027228601998538
Walker County,GA	0.46346225604302027	-0.6907468591106017
Walton County,GA	-0.08371259453485379	0.3483432820707618
Putnam County,FL	0.9230891305284344	-1.2520025613297572
Polk County,FL	0.04760936960383598	-0.3958958424265636
Pinellas County,FL	-1.4188192299448652	-0.20460225599252915
Pasco County,FL	-0.14937357660419867	-0.2000476467917188
St. Johns County,FL	-1.7690111343147046	1.5052140190765895
Genesee County,MI	1.098185082713353	-0.47428306393524694
Conway County,AR	1.7766818974299168	-0.42945612074832407
Delta County,MI	0.4853492500661352	-0.35034975041846017
Clay County,AR	0.3759142799505604	-1.1104101489817584
Dickinson County,MI	-0.14937357660419867	-0.2036433908976217
Cleburne County,AR	0.04760936960383598	-0.5727265470124109
Eaton County,MI	0.8136541604128597	0.748349837496316
Emmet County,MI	-0.5871134570664966	0.19724212419826426
Columbia County,AR	1.5578119571987672	-0.8172371462138084
Labette County,KS	1.1638460647826978	-0.5513917986507203
Johnson County,KS	-1.6814631582222441	2.2678313912263075
Hutchinson County,TX	0.4196882679967891	0.3024775683643559
Hunt County,TX	-0.14937357660419867	-0.34659419546340603
Lowndes County,GA	-0.5871134570664966	-0.7060087952045452
Lumpkin County,GA	-0.1931475646504286	-0.24527411710151978
Dallas County,AL	2.498952700192709	-1.687646936116038
DeKalb County,AL	-0.08371259453485379	-0.9174385486316359
McDuffie County,GA	0.8793151424822033	-0.8237893910290092
Wakulla County,FL	1.1638460647826978	0.313184895257489
Allegany County,NY	-0.2588085467197735	-0.4049251554036087
Bronx County,NY	-0.45579149292780813	-1.1215170029977697
Broome County,NY	-1.3750452418986352	-0.11502827504325903
Cattaraugus County,NY	-0.565226463043383	-0.30608214520356664
Pope County,AR	0.39780127397367415	-0.6243454512882615
Poinsett County,AR	2.06121281973041	-0.9486016642161278
Polk County,AR	0.22270532178875566	-1.1662640407601168
McLennan County,TX	-0.14937357660419867	-0.3383639367321172
Pulaski County,AR	0.11327035167318086	-0.1617729484199968
Island County,WA	-1.0248533375287958	0.9297351512829736
Tarrant County,TX	-0.6308874451127267	0.8313715736303853
Grays Harbor County,WA	1.2076200528289278	-0.36097717188701767
DeWitt County,TX	0.3540272859274454	-0.16025474535306
Denton County,TX	-1.550141194083555	2.1451765645027305
Taylor County,FL	1.6891339213374568	-0.9068111271630784
Colquitt County,GA	1.2732810348982726	-1.13574016857223
Columbia County,GA	-0.4339044989046932	1.6256314939120489
Cook County,GA	-0.4995654809740381	-1.2237160410299877
Coweta County,GA	-0.8716443793669912	1.0456779223421984
Tift County,GA	0.8355411544359733	-0.9124844123079475
Thomas County,GA	0.3540272859274454	-0.858947777842282
Union County,SC	1.2732810348982726	-0.8167577136663546
Sumter County,SC	0.7698801723666285	-0.7843960167132285
Spartanburg County,SC	-0.34635652281223334	-0.2934570881206187
Toombs County,GA	0.4196882679967891	-1.0958673617089956
Marshall County,IN	-0.543339469020268	0.38238299293997596
Haralson County,GA	-0.5214524749971519	-0.586150658341115
Lawrence County,IN	1.4483769870831924	-0.19900887627223574
LaPorte County,IN	0.5947842201817101	-0.11822449202628384
Marion County,IN	0.24459231581187063	-0.40132941129770583
Madison County,IN	0.6385582082279387	-0.23912139940919702
Calhoun County,TX	-0.21503455867354357	-0.08130818587234737
Murray County,OK	1.6015859452449959	-0.31479183648230924
Burnet County,TX	0.003835381557606054	0.4379172630200319
Burleson County,TX	-0.14937357660419867	0.03335609839366746
McIntosh County,OK	0.9887501125977781	-1.1404545886221915
Mayes County,OK	0.9668631185746631	-0.47276486086831015
Marshall County,OK	0.5728972261585951	-0.7355738022975247
Yancey County,NC	-0.8716443793669912	-0.9387732969933265
Wilson County,NC	1.5578119571987672	-0.6755648284412339
Yadkin County,NC	0.28836630385809936	-0.5530698125668083
Wayne County,NC	0.8136541604128597	-0.8655799280820585
Wilkes County,NC	-1.0467403315519108	-1.1446096707001239
Harvey County,KS	0.31025329788121553	0.5874203124010171
Las Animas County,CO	-2.0973160446614285	-0.6470385918677376
Logan County,CO	-1.4188192299448652	-0.18246845338508239
Mesa County,CO	-1.7471241402915891	0.19045016310933655
Vigo County,IN	0.4196882679967891	-0.5163932226865987
Vermillion County,IN	-0.018051612465508907	-0.2664490546140591
Vanderburgh County,IN	0.7042191902972849	-0.40756203441460415
Wabash County,IN	0.04760936960383598	-0.20548121566286098
Park County,CO	-2.425620955008153	0.8601375264776084
Chickasaw County,IA	-0.08371259453485379	0.24494566266990944
Prowers County,CO	-0.9154183674132211	-0.6822768841055861
Marion County,MO	1.0325241006440093	-0.4502315311379853
Edgar County,IL	0.3540272859274454	-0.17879280385460386
Madison County,MO	1.1200720767364678	-0.9875955114090303
Macon County,MO	-0.018051612465508907	-0.9890338090513915
Santa Fe County,NM	-3.760727590418164	0.3919716438890504
San Juan County,NM	-0.14937357660419867	-0.016185264843216994
San Miguel County,NM	-1.9222200924765087	-1.1792886249659429
Roosevelt County,NM	-0.6308874451127267	-0.9280659701001934
Sandoval County,NM	-1.5063672060373245	0.6727593058477793
Winnebago County,WI	-0.6308874451127267	0.39860379412882685
Waushara County,WI	0.22270532178875566	-0.07092048067751676
Effingham County,IL	-0.3682435168353483	0.3879763726602694
Waupaca County,WI	-1.1342883076443708	0.40971064814483804
Waukesha County,WI	-0.8716443793669912	2.3061859950226054
Washington County,WI	-0.3244695287891184	1.727830531944267
Lancaster County,NE	-1.0686273255750258	0.3426699969258928
Clinton County,MO	0.7698801723666285	0.27954471151115295
Campbell County,TN	0.22270532178875566	-1.1498035232975392
Bradley County,TN	0.5728972261585951	-0.37216393132760445
Carroll County,TN	-0.14937357660419867	-0.8865950547454465
Cannon County,TN	0.1351573456962958	-0.5317350642051177
Carter County,TN	-0.3244695287891184	-1.068220084805831
Tuscarawas County,OH	0.7917671663897446	-0.12741361585248015
Shelby County,IA	-0.03993860648862387	0.6324070664370912
Trumbull County,OH	0.44157526201990527	-0.3645729159929206
Essex County,VA	-0.3244695287891184	0.04430314156052741
Summit County,OH	-0.39013051085846323	0.2181773454370767
Dickenson County,VA	-0.2588085467197735	-1.248087195525552
Stark County,OH	-0.03993860648862387	0.001793455686297525
Dinwiddie County,VA	0.3540272859274454	0.3648037995333396
Brown County,MN	-0.6965484271820716	0.36352531274012967
Carlton County,MN	-0.6308874451127267	0.4449489403826865
Fairfax County,VA	-2.425620955008153	5.016817712901365
Union County,OH	0.2664793098349856	1.7720981371591604
Brown County,WI	-0.8278703913207612	0.5128685512719636
Ashland County,WI	-0.6965484271820716	-0.5136764382510276
Adams County,WI	0.06949636362695094	-0.4522291667523758
Christian County,MO	-0.12748658258108372	0.3282870205022812
